,Adj Close,Year,interest,inflation,gdp,yield,unemployment
0,,2000,6.4,3.37685727149935,13138.035,5.24,3.9
1,-55.799927000000025,2000,6.4,3.37685727149935,13138.035,5.24,3.9
2,2.68994100000009,2000,6.4,3.37685727149935,13138.035,5.24,3.9
3,1.339966000000004,2000,6.4,3.37685727149935,13138.035,5.24,3.9
4,38.02001999999993,2000,6.4,3.37685727149935,13138.035,5.24,3.9
5,16.130004999999983,2000,6.4,3.37685727149935,13138.035,5.24,3.9
6,-19.03991700000006,2000,6.4,3.37685727149935,13138.035,5.24,3.9
7,-6.31005899999991,2000,6.4,3.37685727149935,13138.035,5.24,3.9
8,17.430053999999927,2000,6.4,3.37685727149935,13138.035,5.24,3.9
9,15.469970000000103,2000,6.4,3.37685727149935,13138.035,5.24,3.9
10,-10.010009000000082,2000,6.4,3.37685727149935,13138.035,5.24,3.9
11,0.7600090000000819,2000,6.4,3.37685727149935,13138.035,5.24,3.9
12,-10.330077999999958,2000,6.4,3.37685727149935,13138.035,5.24,3.9
13,-4.209961000000021,2000,6.4,3.37685727149935,13138.035,5.24,3.9
14,-39.82995600000004,2000,6.4,3.37685727149935,13138.035,5.24,3.9
15,8.5,2000,6.4,3.37685727149935,13138.035,5.24,3.9
16,-5.940063000000009,2000,6.4,3.37685727149935,13138.035,5.24,3.9
17,-5.529907000000094,2000,6.4,3.37685727149935,13138.035,5.24,3.9
18,-38.400024999999914,2000,6.4,3.37685727149935,13138.035,5.24,3.9
19,34.299927000000025,2000,6.4,3.37685727149935,13138.035,5.24,3.9
20,14.820067999999992,2000,6.4,3.37685727149935,13138.035,5.24,3.9
21,-0.160033999999996,2000,6.4,3.37685727149935,13138.035,5.24,3.9
22,15.84997599999997,2000,6.4,3.37685727149935,13138.035,5.24,3.9
23,-0.5999759999999696,2000,6.4,3.37685727149935,13138.035,5.24,3.9
24,-0.13000499999998283,2000,6.4,3.37685727149935,13138.035,5.24,3.9
25,17.479980999999952,2000,6.4,3.37685727149935,13138.035,5.24,3.9
26,-30.010009999999966,2000,6.4,3.37685727149935,13138.035,5.24,3.9
27,5.119995000000017,2000,6.4,3.37685727149935,13138.035,5.24,3.9
28,-29.70996100000002,2000,6.4,3.37685727149935,13138.035,5.24,3.9
29,2.8199460000000727,2000,6.4,3.37685727149935,13138.035,5.24,3.9
30,12.110107999999855,2000,6.4,3.37685727149935,13138.035,5.24,3.9
31,-14.380004999999983,2000,6.4,3.37685727149935,13138.035,5.24,3.9
32,0.589966000000004,2000,6.4,3.37685727149935,13138.035,5.24,3.9
33,-42.17004399999996,2000,6.4,3.37685727149935,13138.035,5.24,3.9
34,6.080077999999958,2000,6.4,3.37685727149935,13138.035,5.24,3.9
35,8.519897000000128,2000,6.4,3.37685727149935,13138.035,5.24,3.9
36,-7.2598870000001625,2000,6.4,3.37685727149935,13138.035,5.24,3.9
37,-20.070068999999876,2000,6.4,3.37685727149935,13138.035,5.24,3.9
38,14.690063999999893,2000,6.4,3.37685727149935,13138.035,5.24,3.9
39,18.369995000000017,2000,6.4,3.37685727149935,13138.035,5.24,3.9
40,12.769897000000128,2000,6.4,3.37685727149935,13138.035,5.24,3.9
41,2.570068999999876,2000,6.4,3.37685727149935,13138.035,5.24,3.9
42,27.410033999999996,2000,6.4,3.37685727149935,13138.035,5.24,3.9
43,-17.89001499999995,2000,6.4,3.37685727149935,13138.035,5.24,3.9
44,-35.660033999999996,2000,6.4,3.37685727149935,13138.035,5.24,3.9
45,11.079956000000038,2000,6.4,3.37685727149935,13138.035,5.24,3.9
46,34.989990000000034,2000,6.4,3.37685727149935,13138.035,5.24,3.9
